comparison,js_mean,js_ci_low,js_ci_high
truthful_vs_direct_lie,0.20682856630068852,0.19800795137428093,0.21544703191888923
truthful_vs_roleplay_lie,0.23582161586954897,0.22974949138161152,0.2440813393519849
truthful_vs_sycophantic_lie,0.24348873835745816,0.2372786648286561,0.25282770239137203
