condition,accuracy_mean,accuracy_std,auc_mean,auc_std
direct_lie,0.9704497751124437,0.014150922278654277,0.9890502117362372,0.008945239147864263
roleplay_lie,0.9513643178410793,0.00896225740880188,0.985504933558629,0.006476122262531321
sycophantic_lie,0.9652923538230885,0.009458119348706705,0.995547280806058,0.003242110516542881
